Words;Meanings;Words_trimmed;Meanings_trimmed;CN_Words_NLLB;CN_Meanings_NLLB
gids (de);"iemand die informatie geeft aan toeristen; gidsen";gids;"iemand die informatie geeft aan toeristen; gidsen";导航;"提供信息给游客的人;指导人"
zodoende;daarom;zodoende;daarom;通过;因此,
design (het);het ontwerp;design;het ontwerp;设计;设计
stofzuiger (de);"vacuum cleaner/aspirateur/Staubsauger/elektrik süpürgesi; stofzuigers";stofzuiger;"vacuum cleaner/aspirateur/Staubsauger/elektrik süpürgesi; stofzuigers";吸尘器;"吸尘器/吸尘器/吸尘器/电气;吸尘器"
waterkoker (de);"een apparaat waarmee je water kookt; waterkokers";waterkoker;"een apparaat waarmee je water kookt; waterkokers";水器;一台水煮器,水炉
bureaustoel (de);"office chair/fauteuil de bureau/Schreibtischstuhl/ofis koltuğu; bureaustoelen";bureaustoel;"office chair/fauteuil de bureau/Schreibtischstuhl/ofis koltuğu; bureaustoelen";办公室椅;办公室/办公室/办公室/办公室/办公室/办公室/办公室/办公室/办公室
ontwerper (de);"designer/créateur/Entwerfer/desinatör; ontwerpers";ontwerper;"designer/créateur/Entwerfer/desinatör; ontwerpers";设计师;"设计师/创作者/设计师/设计师;设计师"
staat … bij … stil;denkt na over iets;staat … bij … stil;denkt na over iets;站着... 站着着;想想一个东西
vormgeving (de);het design;vormgeving;het design;设计;设计
piekeren;"nadenken; piekeren-piekerde-gepiekerd";piekeren;nadenken;担心;思考
puzzelen;"een oplossing zoeken; puzzelen-puzzelde-gepuzzeld";puzzelen;een oplossing zoeken;题;寻找解决方案
telefoneren;"opbellen; telefoneren-telefoneerde-getelefoneerd";telefoneren;opbellen;电话;打电话
trendy;volgens de laatste mode;trendy;volgens de laatste mode;时尚;根据最新的时尚
verlanglijstje (het);"een lijstje met dingen die je graag wil hebben; verlanglijstjes";verlanglijstje;"een lijstje met dingen die je graag wil hebben; verlanglijstjes";愿望单;"一份你想要的东西列表;"
zakenman (de);"iemand die geld verdient in de handel; zakenmannen";zakenman;"iemand die geld verdient in de handel; zakenmannen";商人;商人,商人,商人,商人,商人,商人,商人
tiener (de);"iemand tussen de tien en de twintig; tieners";tiener;"iemand tussen de tien en de twintig; tieners";青少年;"10至20岁之间;青少年"
nagedacht;nadenken-dacht na-nagedacht;nagedacht;nadenken-dacht na-nagedacht;思考;思考后思考
doelgroep (de);"een bepaalde groep mensen waarvoor het gemaakt is; doelgroepen";doelgroep;"een bepaalde groep mensen waarvoor het gemaakt is; doelgroepen";目标群;"特定群体;目标群体"
gebruiksvriendelijk;makkelijk om te gebruiken;gebruiksvriendelijk;makkelijk om te gebruiken;易于使用;易于使用
toepassing (de);"gebruiken in de praktijk; toepassingen";toepassing;"gebruiken in de praktijk; toepassingen";应用;"实践中的使用;应用"
beschikken over;"hebben; beschikken-beschikte-beschikt";beschikken over;hebben;拥有;没有
milieuvriendelijk;niet schadelijk voor het milieu;milieuvriendelijk;niet schadelijk voor het milieu;环保;无害环境
ga er maar aan staan;dat valt niet mee;ga er maar aan staan;dat valt niet mee;现在你就去看看.;这不太合适.
minimalistisch;beperkt/eenvoudig;minimalistisch;beperkt/eenvoudig;简单的;限量/简单
experimenteel;iets nieuws proberen;experimenteel;iets nieuws proberen;实验性;尝试一些新事物
onconventioneel;buiten de vaste ideeën;onconventioneel;buiten de vaste ideeën;没有传统的;没有固定的想法
innovatief;vernieuwend;innovatief;vernieuwend;创新;创新
eigenwijs;niet luisterend naar andere adviezen;eigenwijs;niet luisterend naar andere adviezen;自尊;不倾听其他意见
exportartikel (het);"iets wat je naar het buitenland exporteert; exportartikelen";exportartikel;"iets wat je naar het buitenland exporteert; exportartikelen";产品出口;"您可以出口到国外的东西;"
in gebruik geraakt;bekend geworden;in gebruik geraakt;bekend geworden;已被使用;已知
inspiratiebron (de);een persoon of gebeurtenis waar een kunstenaar inspiratie (nieuwe ideeën);inspiratiebron;een persoon of gebeurtenis waar een kunstenaar inspiratie (nieuwe ideeën);灵感来源;一个人或活动,艺术家灵感 (新想法)
ontwierp;"bedacht en maakte; ontwerpen-ontwierp-ontworpen";ontwierp;bedacht en maakte;设计;想起了它,创造了它
uiterlijk (het);de buitenkant;uiterlijk;de buitenkant;容貌;周边
onbeschilderd;niet beschilderd;onbeschilderd;niet beschilderd;没有油漆;没有涂料
primaire kleuren;basiskleuren: rood, geel en blauw;primaire kleuren;basiskleuren: rood, geel en blauw;基本颜色;基本颜色:红,黄色和蓝
strak;recht;strak;recht;的;法律
lijn (de);"streep van A naar B; lijnen";lijn;"streep van A naar B; lijnen";线;"从A到B的行;"
zigzag;zie fig. 14.5;zigzag;zie fig. 14.5;形;查看图14.5
opgebouwd uit;"geconstrueerd; opbouwen-bouwde op-opgebouwd";opgebouwd uit;geconstrueerd;构建;结构
rechthoek (de);"zie fig. 1; rechthoeken";rechthoek;"zie fig. 1; rechthoeken";角;"图1见;直角"
stroming (de);"stijl of richting in de kunst; stromingen";stroming;"stijl of richting in de kunst; stromingen";电流;"艺术的风格或方向;流程"
latere;uit een latere tijd;latere;uit een latere tijd;后期;后来的时间
als twee druppels water op;erg op elkaar lijken;als twee druppels water op;erg op elkaar lijken;像两滴水一样.;非常相似
afwezigheid (de);absentie;afwezigheid;absentie;缺席;缺席
versieringen;"decoraties; de versiering";versieringen;"decoraties; de versiering";装饰品;"装饰;装饰"
wolkenkrabber (de);"zeer hoog flatgebouw; wolkenkrabbers";wolkenkrabber;"zeer hoog flatgebouw; wolkenkrabbers";云;"非常高的公寓楼;摩天大楼"
hoofdkantoor (het);"het centrale kantoor; hoofdkantoren";hoofdkantoor;"het centrale kantoor; hoofdkantoren";总部;"总部;总部"
oppervlak (het);"surface/surface/Oberfläche/yüzey; oppervlakken";oppervlak;"surface/surface/Oberfläche/yüzey; oppervlakken";表面;"表面/表面/表面/水面;表面"
hectare (de);"10.000 m²; hectares of hectaren";hectare;"10.000 m²; hectares of hectaren";公頃;土地占地1万平方米,公或公
opmerkelijk;opvallend, bijzonder;opmerkelijk;opvallend, bijzonder;值得注意的是;显著,特别
poten;"langwerpige onderdelen; de poot";poten;"langwerpige onderdelen; de poot";腿部;"长形部件;脚部"
dwarsverbinding (de);"cross connection/section transversale/Radialverbindung/çapraz bağlantı;";dwarsverbinding;"cross connection/section transversale/Radialverbindung/çapraz bağlantı;";交叉连接;"交叉连接/截面交叉/射线连接/布连接;"
voorovergebogen;"naar voren gebogen; vooroverbuigen-boog voorover-voorovergebogen";voorovergebogen;naar voren gebogen;曲的;向前
won;"kreeg vanwege een prestatie; winnen-won-gewonnen";won;kreeg vanwege een prestatie;赢了;由于一个成就而获得的
prijzen;"wat je krijgt als je een wedstrijd wint; de prijs";prijzen;"wat je krijgt als je een wedstrijd wint; de prijs";价格;如果你赢得比赛,你会得到什么?
kijk (de);visie, gedachten, ideeën;kijk;visie, gedachten, ideeën;看看;视觉,思想,想法
gefascineerd;"geboeid; fascineren-fascineerde-gefascineerd";gefascineerd;geboeid;迷人的;绑定
menselijke;"van de mens; menselijk";menselijke;"van de mens; menselijk";人类;"人类;"
geconcentreerd;"samengebracht; concentreren-concentreerde-geconcentreerd";geconcentreerd;samengebracht;缩;集成
onverenigbaar;niet goed of niet makkelijk te combineren;onverenigbaar;niet goed of niet makkelijk te combineren;无效的;不好或不容易组合
verticaal;"lijn van boven naar beneden; verticale";verticaal;"lijn van boven naar beneden; verticale";垂直;"线从上到下;直线"
per definitie;in alle gevallen, altijd;per definitie;in alle gevallen, altijd;定义上;在任何情况下,
buigen;"van vorm veranderen; buigen-boog-gebogen";buigen;van vorm veranderen;曲;变形
kubus (de);"zie fig. 1; kubussen";kubus;"zie fig. 1; kubussen";子;"参见图 1;立方体"
thermoskan (de);"geïsoleerde kan waarin je een vloeistof koud of warm kunt houden;";thermoskan;"geïsoleerde kan waarin je een vloeistof koud of warm kunt houden;";热水器;"隔离,可以保持液体冷或热;"
vernieuwend;innovatief, nieuw gemaakt of bedacht;vernieuwend;innovatief, nieuw gemaakt of bedacht;创新;创新,新制造或发明
grensverleggend;totaal nieuw;grensverleggend;totaal nieuw;边界扩展;全新
excentriek;heel ongewoon;excentriek;heel ongewoon;的;非常不寻常
paal (de);"pole/bâton/Pfahle/direk; palen";paal;"pole/bâton/Pfahle/direk; palen";子;"子/子/子/直;子"
gekanteld;"gedraaid; kantelen-kantelde-gekanteld";gekanteld;gedraaid;曲的;转转的
buitenkant (de);"de kant die je van buiten ziet; buitenkanten";buitenkant;"de kant die je van buiten ziet; buitenkanten";外部;"看到的边缘;外边"
stelt voor;"beeldt uit; voorstellen-stelde voor-voorgesteld";stelt voor;beeldt uit;提出;标志着
denk je … in;bedenk, stel je voor;denk je … in;bedenk, stel je voor;你认为...;想象一下
schuine;"niet verticaal; scheef";schuine;"niet verticaal; scheef";的;"形,不垂直;斜"
wand (de);"de muur; wanden";wand;"de muur; wanden";墙;"墙壁;墙壁"
uitzicht (het);zicht, wat je ziet;uitzicht;zicht, wat je ziet;景观;视力,你看到的
driehoekige;niet vierkant maar met drie hoeken;driehoekige;niet vierkant maar met drie hoeken;形,形,形,形,形,形,形,形,形,形,形,形,形,形;不是方形,而是三角形
anders dan anders;speciaal, bijzonder;anders dan anders;speciaal, bijzonder;不同的不同;特殊,特殊
rolstoelgebruiker (de);persoon die in een rolstoel (wheelchair/chaise roulante/Rollstuhl/tekerlekli;rolstoelgebruiker;persoon die in een rolstoel (wheelchair/chaise roulante/Rollstuhl/tekerlekli;轮椅使用者;坐轮椅的人 (轮椅/轮椅/轮椅/轮椅/轮椅)
roept op;"laat omhoogkomen; oproepen-riep op-opgeroepen";roept op;laat omhoogkomen;呼唤;让它起
gedurfd;gewaagd, extravagant;gedurfd;gewaagd, extravagant;勇敢的;气,奢
ovaal (het);"zie fig. 1; ovalen";ovaal;"zie fig. 1; ovalen";圆;"见 Fig. 1;圆"
antraciet;donker grijs;antraciet;donker grijs;酸;黑色灰色
zijdezacht;heel erg zacht;zijdezacht;heel erg zacht;的柔性;非常柔软
doet-ie;doet hij;doet-ie;doet hij;他做了什么?;他做了什么?
gewone broertje;hier: een gewone, simpele, niet-design thermoskan;gewone broertje;hier: een gewone, simpele, niet-design thermoskan;简单的兄弟;简单,无设计的热器
meerwaarde (de);extra waarde;meerwaarde;extra waarde;增加值;额外价值
winkelketen (de);"serie van winkels met dezelfde naam; winkelketens";winkelketen;"serie van winkels met dezelfde naam; winkelketens";商店链;"连锁店;连锁店"
haalt … in huis;neemt in dienst;haalt … in huis;neemt in dienst;让我...进去;接待工作
toptalent (het);"getalenteerde mensen; toptalenten";toptalent;"getalenteerde mensen; toptalenten";专业;"具有才华的人;"
ontwerpwedstrijd (de);wedstrijd wie het beste ontwerp kan maken;ontwerpwedstrijd;wedstrijd wie het beste ontwerp kan maken;设计比赛;谁能设计最好的比赛
functioneel;nuttig, praktisch;functioneel;nuttig, praktisch;功能性;有用,实用
betaalbaar;niet te duur;betaalbaar;niet te duur;可收取;不过昂贵
recyclebare;geschikt voor hergebruik;recyclebare;geschikt voor hergebruik;可回收;可用于回收使用
landschapsinrichting (de);organisatie van delen van het landschap;landschapsinrichting;organisatie van delen van het landschap;景观设施;地方的组织
moerasland (het);overgangsgebied tussen land en water;moerasland;overgangsgebied tussen land en water;沼泽地;陆水过渡区
reliëf (het);"hoogteverschil; reliëfs";reliëf;"hoogteverschil; reliëfs";片;"度差异; relief"
drooggelegd;"droog gemaakt; droogleggen-legde droog-drooggelegd";drooggelegd;droog gemaakt;干燥;干燥
ingedeeld;"verdeeld; indelen-deelde in-ingedeeld";ingedeeld;verdeeld;分类;分布
slotenpatroon (het);"de indeling van de sloten; slotenpatronen";slotenpatroon;"de indeling van de sloten; slotenpatronen";锁定模式;"锁的分类;锁的图案"
vlakverdeling (de);verdeling in aparte stukjes;vlakverdeling;verdeling in aparte stukjes;平分;分成部分
abstracte;stroming in de (moderne) kunst waarin niet volgens de werkelijkheid;abstracte;stroming in de (moderne) kunst waarin niet volgens de werkelijkheid;抽象;艺术的流动,
saai;vervelend, niet interessant;saai;vervelend, niet interessant;无聊;很无聊,不有趣
welnee;helemaal niet!;welnee;helemaal niet!;没有.;没有!
rechte;niet schuin, niet krom;rechte;niet schuin, niet krom;权限;不,不
kerktoren (de);"church tower/clocher/Kirchturm/kilise kulesi; kerktorens";kerktoren;"church tower/clocher/Kirchturm/kilise kulesi; kerktorens";圣殿塔;"楼/楼/楼/楼/楼;教堂塔"
verdeling (de);lijn;verdeling;lijn;分类;线
takken;"branches/branches/Zweige/dallar; de tak";takken;"branches/branches/Zweige/dallar; de tak";感谢;"///;"
zelden;bijna nooit;zelden;bijna nooit;很少;几乎没有
transparant;doorzichtig;transparant;doorzichtig;透明;透明
willekeurige;zomaar;willekeurige;zomaar;随机;只是一个
een keur aan;heel veel verschillende;een keur aan;heel veel verschillende;检查;许多不同的
logo (het);"plaatje of letters als herkenningsteken van een bedrijf of van een merk; logo’s";logo;"plaatje of letters als herkenningsteken van een bedrijf of van een merk; logo’s";标志;"企业或品牌的图像或字母;标志"
uit … weiden;"uitgebreid te praten; uitweiden-weidde uit-uitgeweid";uit … weiden;uitgebreid te praten;走出了...;详细的说话
dromerig;met je gedachten bij iets anders;dromerig;met je gedachten bij iets anders;梦幻般的;让你想到别的东西
sprekende;heldere;sprekende;heldere;演讲者;清晰的
geïrriteerd;geërgerd;geïrriteerd;geërgerd;激怒;的
reclametruc (de);"een list om je iets te laten kopen; reclametrucs";reclametruc;"een list om je iets te laten kopen; reclametrucs";广告服务;一个让你买东西的俩,
flauwekul (de);onzin, nonsens;flauwekul;onzin, nonsens;的;,,
wacht ons;krijgen wij;wacht ons;krijgen wij;等我们;我们得到
glorieuze;geweldige, mooie;glorieuze;geweldige, mooie;烂的;非常棒,非常漂亮.
gemakken;"comfortabele zaken; het gemak";gemakken;"comfortabele zaken; het gemak";方便性;"舒适的东西;"
dagboekfragmenten;stukken van een dagboek (diary/journal/Tagebuch/günlük);dagboekfragmenten;stukken van een dagboek (diary/journal/Tagebuch/günlük);记忆录片段;记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记者记
fantasie (de);"verbeelding, geen werkelijkheid; fantasieën";fantasie;"verbeelding, geen werkelijkheid; fantasieën";幻想;"想象,而不是现实;幻想"
doemscenario (het);"zeer negatief beeld van de toekomst; doemscenario’s";doemscenario;"zeer negatief beeld van de toekomst; doemscenario’s";死亡情况;"非常负面的未来观念;"
droom (de);"(positief) fantasiebeeld; dromen";droom;"(positief) fantasiebeeld; dromen";梦想;梦想中的梦想
bewolkt;met wolken;bewolkt;met wolken;云;含云
sneeuw (de);snow/neige/Schnee/kar;sneeuw;snow/neige/Schnee/kar;雪;雪/雪/雪/雪/雪
verhuizing (de);vertrek naar een andere woning;verhuizing;vertrek naar een andere woning;搬迁;离开另一个住所
zonnepanelen;"panelen, meestal op een dak, die zonne-energie omzetten in elektriciteit; het";zonnepanelen;"panelen, meestal op een dak, die zonne-energie omzetten in elektriciteit; het";电池板;"电池板,通常是屋顶上的,将太阳能转换为电力;"
